MKOA WA SIMIYU,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Line (Km),,Distribution Transformer (kVA),,,LV (km),,,Customers,,
Simiyu,Busega,Busega DC,Busega,Kabita,Kabita,76,Solima 'C',,3.1,1,2,0,0.0,7.5,7.5,98,2,100
Simiyu,Busega,Busega DC,Busega,Kabita,Kabita,77,Nyambuyi,,0.0,0,2,0,0.0,6.0,6.0,97,4,101
Simiyu,Busega,Busega DC,Busega,Kabita,Kabita,78,Mikuyuni,,0.0,0,2,0,0.0,5.0,5.0,102,4,106
Simiyu,Busega,Busega DC,Busega,Kabita,Nyakaboja,79,Bukabile,,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Busega,Busega DC,Busega,Kabita,Nyakaboja,80,Mwamayombo,,2.0,0,1,0,0.0,4.0,4.0,47,3,50
Simiyu,Busega,Busega DC,Busega,Kalemela,Chamugasa,81,Nyang'humbi,,0.3,1,1,0,0.0,8.0,8.0,127,3,130
Simiyu,Busega,Busega DC,Busega,Kalemela,Chamugasa,82,Mwabujose,,1.9,0,1,0,0.0,3.5,3.5,82,3,85
Simiyu,Busega,Busega DC,Busega,Kalemela,Chamugasa,83,Mwaginayi,,3.0,0,1,0,0.0,6.0,6.0,102,3,105
Simiyu,Busega,Busega DC,Busega,Kalemela,Bushigwamhala,84,Buchela,,2.5,0,2,0,0.0,5.5,5.5,193,7,200
Simiyu,Busega,Busega DC,Busega,Kalemela,Bushigwamhala,85,Bugando,,1.8,0,1,0,0.0,2.5,2.5,78,2,80
Simiyu,Busega,Busega DC,Busega,Kalemela,Mayega,86,Wala 'A',,0.3,0,1,0,0.0,5.0,5.0,127,3,130
Simiyu,Busega,Busega DC,Busega,Kalemela,Mayega,87,Wala 'B',,0.0,0,1,0,0.0,3.5,3.5,68,2,70
Simiyu,Busega,Busega DC,Busega,Kalemela,Mayega,88,Mwabasabi,,0.5,0,1,0,0.0,4.0,4.0,123,2,125
Simiyu,Busega,Busega DC,Busega,Kalemela,Mayega,89,Kisesa,,0.5,1,0,0,0.0,3.0,3.0,77,3,80
Simiyu,Busega,Busega DC,Busega,Lamadi,Lamadi,90,Mwalukonge,,1.0,0,2,0,0.0,7.0,7.0,305,15,320
Simiyu,Busega,Busega DC,Busega,Lamadi,Kalago,91,Kashishi,,0.0,0,1,0,0.0,3.0,3.0,95,2,97
Simiyu,Busega,Busega DC,Busega,Lamadi,Kalago,92,Makumbusho Ya Nyerere,,0.5,0,2,0,0.0,4.5,4.5,129,6,135
Simiyu,Busega,Busega DC,Busega,Lamadi,Mwabayanda,93,Mwabayanda,,1.4,0,2,0,0.0,4.0,4.0,66,4,70
Simiyu,Busega,Busega DC,Busega,Lamadi,Mwabayanda,94,Mwabasabi 'A',,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Busega,Busega DC,Busega,Lamadi,Mwabayanda,95,Ilobashi,,2.5,0,1,0,0.0,3.0,3.0,165,5,170
Simiyu,Busega,Busega DC,Busega,Lamadi,Mwabayanda,96,Itabu,,0.8,0,2,0,0.0,8.0,8.0,435,15,450
Simiyu,Busega,Busega DC,Busega,Lamadi,Mwabayanda,97,Lamboni,,2.0,0,1,0,0.0,2.5,2.5,68,2,70
Simiyu,Busega,Busega DC,Busega,Lamadi,Lukungu,98,Ziwani,,1.9,2,0,0,0.0,1.5,1.5,55,5,60
Simiyu,Busega,Busega DC,Busega,Lamadi,Lukungu,99,Mwamalole,,1.8,0,1,0,0.0,3.0,3.0,96,4,100
Simiyu,Busega,Busega DC,Busega,Mkula,Mkula,100,Sekoture ,,0.0,0,1,0,0.0,2.0,2.0,72,2,74
Simiyu,Busega,Busega DC,Busega,Mkula,Mkula,101,Mbugani,,0.0,0,1,0,0.0,3.0,3.0,41,1,42
Simiyu,Busega,Busega DC,Busega,Mkula,Mkula,102,Dagashida,,0.0,0,1,0,0.0,3.0,3.0,98,2,100
Simiyu,Busega,Busega DC,Busega,Mkula,Mkula,103,Mpakani,,0.0,1,1,0,0.0,6.0,6.0,150,10,160
Simiyu,Busega,Busega DC,Busega,Mkula,Kijireshi,104,Masangani 'A',,0.5,0,1,0,0.0,4.0,4.0,195,5,200
Simiyu,Busega,Busega DC,Busega,Mkula,Kijireshi,105,Masangani 'B',,0.0,0,1,0,0.0,3.0,3.0,79,2,81
Simiyu,Busega,Busega DC,Busega,Mkula,Kijireshi,106,Lamboni,,2.6,0,1,0,0.0,3.0,3.0,97,3,100
Simiyu,Busega,Busega DC,Busega,Mkula,Kijireshi,107,Mwagubuli 'A',,0.0,1,1,0,0.0,5.0,5.0,105,5,110
Simiyu,Busega,Busega DC,Busega,Mkula,Kijireshi,108,Bondeni,,0.5,0,1,0,0.0,2.5,2.5,48,2,50
Simiyu,Busega,Busega DC,Busega,Mkula,Kijireshi,109,Muungano,,3.1,1,0,0,0.0,1.0,1.0,96,2,98
Simiyu,Busega,Busega DC,Busega,Mkula,Mwanhale,110,Mwabasabi,,1.8,0,0,0,0.0,1.0,1.0,88,2,90
Simiyu,Busega,Busega DC,Busega,Mkula,Mwanhale,111,Dilanda,,1.6,1,0,0,0.0,3.0,3.0,46,2,48
Simiyu,Busega,Busega DC,Busega,Mkula,Chabutwa,112,Bulola 'A',,0.5,0,1,0,0.0,2.0,2.0,37,3,40
Simiyu,Busega,Busega DC,Busega,Mkula,Chabutwa,113,Bulola 'B',,1.0,0,1,0,0.0,2.0,2.0,60,5,65
Simiyu,Busega,Busega DC,Busega,Mkula,Chabutwa,114,Nyamadoke ,,0.0,0,1,0,0.0,2.0,2.0,48,2,50
Simiyu,Busega,Busega DC,Busega,Mkula,Chabutwa,115,Nyangwe,,0.3,0,2,0,0.0,6.0,6.0,13,2,15
Simiyu,Busega,Busega DC,Busega,Mkula,Chabutwa,116,Mbugani,,0.3,0,1,0,0.0,3.0,3.0,55,3,58
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwasamba,117,Mwasamba 'A',,1.2,0,0,0,0.0,2.0,2.0,80,3,83
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwasamba,118,Mwasamba 'B',,2.8,1,1,0,0.0,7.0,7.0,130,4,134
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwasamba,119,Mwalugesha,,3.0,0,1,0,0.0,6.0,6.0,178,2,180
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwasamba,120,Gamboshi,,1.9,0,1,0,0.0,2.5,2.5,58,2,60
Simiyu,Busega,Busega DC,Busega,Lutubiga,Lutubiga ,121,Mwalandala 'B',,3.0,0,1,0,0.0,3.0,3.0,98,2,100
Simiyu,Busega,Busega DC,Busega,Lutubiga,Lutubiga ,122,Mwalandala 'A',,1.5,0,1,0,0.0,3.0,3.0,48,2,50
Simiyu,Busega,Busega DC,Busega,Lutubiga,Lutubiga ,123,Lamboni 'A',,2.0,0,1,0,0.0,4.0,4.0,75,2,77
Simiyu,Busega,Busega DC,Busega,Lutubiga,Lutubiga ,124,Lamboni 'B',,0.5,1,0,0,3.0,1.0,4.0,60,2,62
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwangika,125,Mwasubuya,,0.0,0,1,0,0.0,3.0,3.0,57,3,60
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwangika,126,Stooni,,2.1,1,0,0,0.0,4.0,4.0,47,3,50
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwakiloba,127,Milimani,,1.2,1,0,0,0.0,3.0,3.0,57,3,60
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwakiloba,128,Stooni,,2.1,0,1,0,0.0,4.0,4.0,78,2,80
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwakiloba,129,Mwabasabi,,2.9,1,2,0,0.0,15.5,15.5,104,6,110
Simiyu,Busega,Busega DC,Busega,Lutubiga,Mwakiloba,130,Mbugani,,1.6,0,1,0,0.0,5.0,5.0,73,2,75
Simiyu,Busega,Busega DC,Busega,Igalukilo,Mwamagigisi,131,Mwamalisa,,0.0,0,1,0,0.0,2.0,2.0,116,4,120
Simiyu,Busega,Busega DC,Busega,Igalukilo,Mwamagigisi,132,Kiloleli,,0.0,0,2,0,0.0,6.0,6.0,130,6,136
Simiyu,Busega,Busega DC,Busega,Igalukilo,Mwamagigisi,133,Mwabonji,,2.1,0,1,0,0.0,4.0,4.0,69,1,70
Simiyu,Busega,Busega DC,Busega,Igalukilo,Mwamagigisi,134,Mwamkinga,,4.4,0,1,0,0.0,3.0,3.0,65,5,70
Simiyu,Busega,Busega DC,Busega,Igalukilo,Mwamagigisi,135,Gilamitwe,,0.0,1,,0,0.0,2.0,2.0,29,1,30
Simiyu,Busega,Busega DC,Busega,Igalukilo,Lunala,136,Isamilo,,1.8,0,1,0,0.0,2.0,2.0,59,1,60
Simiyu,Busega,Busega DC,Busega,Igalukilo,Nyangili,137,Sisa,,0.0,0,1,0,0.0,2.5,2.5,96,4,100
Simiyu,Busega,Busega DC,Busega,Igalukilo,Nyangili,138,Chandulu,,1.0,0,1,0,0.0,2.0,2.0,55,10,65
Simiyu,Busega,Busega DC,Busega,Igalukilo,Mwamjulila,139,Sanjo,,0.0,0,1,0,0.0,4.0,4.0,69,6,75
Simiyu,Busega,Busega DC,Busega,Igalukilo,Mwamjulila,140,Matongo,,0.0,0,1,0,0.0,4.0,4.0,70,5,75
Simiyu,Busega,Busega DC,Busega,Igalukilo,Mwamjulila,141,Ihojo,,2.2,0,1,0,0.0,4.0,4.0,70,5,75
Simiyu,Busega,Busega DC,Busega,Igalukilo,Malangale,142,Mwamalwilo,,0.0,1,0,0,0.0,2.0,2.0,67,5,72
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,143,Ng'wabanamhala,,1.2,0,1,0,0.0,4.0,4.0,117,3,120
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,144,Nyamikoma,,1.0,1,0,0,0.0,2.5,2.5,20,2,22
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,145,Ilugala,,1.5,1,0,0,0.0,2.0,2.0,60,1,61
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,146,Masangani,,0.5,0,1,0,0.0,2.0,2.0,100,1,101
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,147,Lamboni,,1.1,1,0,0,0.0,2.0,2.0,90,2,92
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,148,Mwabasabi,,0.0,0,1,0,0.0,2.0,2.0,40,5,45
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,149,Mwabayanda,,0.5,1,0,0,0.0,1.0,1.0,98,2,100
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,150,Mwamgendi,,2.5,1,0,0,0.0,1.0,1.0,25,1,26
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,151,Inonelwa,,1.5,1,0,0,0.0,1.5,1.5,45,1,46
Simiyu,Busega,Busega DC,Busega,Malili,Mwamigongwa,152,Bulyaheke ,,0.0,0,1,0,0.0,2.5,2.5,55,2,57
Simiyu,Busega,Busega DC,Busega,Malili,Malili,153,Buchela,,0.7,0,1,0,0.0,2.5,2.5,97,3,100
Simiyu,Busega,Busega DC,Busega,Malili,Malili,154,Maji Moto,,1.0,0,1,0,0.0,2.0,2.0,97,3,100
Simiyu,Busega,Busega DC,Busega,Malili,Ngunga,155,Ipililo,,0.5,0,1,0,0.0,3.0,3.0,117,3,120
Simiyu,Busega,Busega DC,Busega,Malili,Ngunga,156,Mwamanyili,,0.5,0,1,0,0.0,3.0,3.0,69,1,70
Simiyu,Busega,Busega DC,Busega,Malili,Ngunga,157,Ng'hung'hu,,0.0,0,1,0,0.0,2.5,2.5,34,1,35
Simiyu,Busega,Busega DC,Busega,Malili,Nyangoko,158,Imalanzala,,3.6,1,1,0,0.0,6.0,3.0,126,4,130
Simiyu,Busega,Busega DC,Busega,Malili,Nyangoko,159,Nyangoko 'A',,0.0,0,1,0,0.0,2.5,2.5,68,2,70
Simiyu,Busega,Busega DC,Busega,Malili,Gininiga,160,Mwamanyanya,,1.0,0,1,0,0.0,3.0,3.0,29,1,30
Simiyu,Busega,Busega DC,Busega,Malili,Gininiga,161,Ikungabingi,,0.0,0,1,0,0.0,3.0,3.0,49,1,50
Simiyu,Busega,Busega DC,Busega,Malili,Gininiga,162,Bupandagila,,0.0,0,1,0,0.0,2.5,2.5,53,2,55
Simiyu,Busega,Busega DC,Busega,Malili,Gininiga,163,Nyamatala,,0.0,0,1,0,0.0,3.0,3.0,67,2,69
Simiyu,Busega,Busega DC,Busega,Malili,Gininiga,164,Mwadili 'A',,3.2,0,1,0,0.0,2.0,2.0,50,2,52
Simiyu,Busega,Busega DC,Busega,Malili,Gininiga,165,Mwadili 'B',,,1,0,0,0.0,2.0,2.0,46,2,48
Simiyu,Busega,Busega DC,Busega,Malili,Gininiga,166,Mwadugulu,,1.2,1,0,0,0.0,7.0,7.0,66,1,67
Simiyu,Busega,Busega DC,Busega,Malili,Gininiga,167,Mwang'halanga,,1.7,0,1,0,0.0,4.0,4.0,125,5,130
Simiyu,Busega,Busega DC,Busega,Malili,Mwamugoba,168,Mwamawe,,1.4,0,1,0,0.0,3.0,3.0,80,1,81
Simiyu,Busega,Busega DC,Busega,Malili,Mwamugoba,169,Mwabuchuma,,1.3,0,1,0,0.0,3.0,3.0,200,1,201
Simiyu,Busega,Busega DC,Busega,Malili,Mwamugoba,170,Mwalono,,1.0,0,1,0,0.0,3.0,3.0,98,2,100
Simiyu,Busega,Busega DC,Busega,Malili,Mwamugoba,171,Nyang'wale,,1.2,0,1,0,0.0,2.5,2.5,78,2,80
Simiyu,Busega,Busega DC,Busega,Malili,Mwamugoba,172,Dulasi,,2.3,0,1,0,0.0,2.0,2.0,60,1,61
Simiyu,Busega,Busega DC,Busega,Ngasamo,Ngasamo,173,Ilujaminzi,,0.5,0,1,0,0.0,4.0,4.0,210,1,211
Simiyu,Busega,Busega DC,Busega,Ngasamo,Ngasamo,174,Isadukilo,,0.0,0,1,0,0.0,4.0,4.0,124,1,125
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,175,Mtoni 'A',,1.5,0,1,0,0.0,3.0,3.0,51,1,52
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,176,Ibumba 'A',,2.5,0,1,0,0.0,2.0,2.0,50,2,52
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,177,Ibumba 'B',,1.9,0,1,0,0.0,4.0,4.0,69,1,70
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,178,Mwamajawa 'A',,5.5,0,1,0,0.0,4.0,4.0,87,3,90
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,179,Mwamajawa 'B',,0.8,0,1,0,0.0,2.5,2.5,43,2,45
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,180,Mwalyangala,,1.1,1,0,0,0.0,2.0,2.0,18,2,20
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,181,Butenge,,4.6,0,1,0,0.0,3.0,3.0,43,2,45
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,182,Butenge Mtoni,,0.5,1,0,0,0.0,2.5,2.5,30,2,32
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,183,Iwelimo,,0.0,0,1,0,0.0,3.0,3.0,85,1,86
Simiyu,Busega,Busega DC,Busega,Ngasamo,Sanga,184,Mtoni 'B',,3.1,0,1,0,0.0,3.0,3.0,51,1,52
Simiyu,Busega,Busega DC,Busega,Imalamate,Imalamate,185,Igungumukilo,,0.0,0,1,0,0.0,3.5,3.5,76,2,78
Simiyu,Busega,Busega DC,Busega,Imalamate,Imalamate,186,Nyanzawe,,1.6,0,1,0,0.0,4.0,4.0,49,1,50
Simiyu,Busega,Busega DC,Busega,Imalamate,Imalamate,187,Ilula,,1.4,1,0,0,0.0,2.0,2.0,34,1,35
Simiyu,Busega,Busega DC,Busega,Imalamate,Imalamate,188,Isageng'he,,1.5,0,1,0,0.0,2.0,2.0,30,2,32
Simiyu,Busega,Busega DC,Busega,Imalamate,Jisesa,189,Jisesa,,0.5,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Busega,Busega DC,Busega,Imalamate,Jisesa,190,Bugando,,2.9,1,0,0,0.0,1.5,1.5,44,1,45
Simiyu,Busega,Busega DC,Busega,Imalamate,Jisesa,191,Igabulilo,,2.7,0,1,0,0.0,3.0,3.0,58,2,60
Simiyu,Busega,Busega DC,Busega,Imalamate,Jisesa,192,Bulyaheke,,1.5,0,1,0,0.0,3.0,3.0,48,1,49
Simiyu,Busega,Busega DC,Busega,Imalamate,Jisesa,193,Ng'wagegu,,1.7,0,1,0,0.0,3.0,3.0,52,1,53
Simiyu,Busega,Busega DC,Busega,Imalamate,Ng'wang'wenge,194,Ikungulyambeshi 'A',,1.6,0,1,0,0.0,2.5,2.5,63,1,64
Simiyu,Busega,Busega DC,Busega,Imalamate,Ng'wang'wenge,195,Ikungulyambeshi 'B',,1.5,0,1,0,0.0,2.5,2.5,50,1,51
Simiyu,Busega,Busega DC,Busega,Imalamate,Ng'wang'wenge,196,Shinyanga,,0.7,0,1,0,0.0,3.0,3.0,59,1,60
Simiyu,Busega,Busega DC,Busega,Imalamate,Ng'wang'wenge,197,Mwamalwilo 'A',,1.1,0,1,0,0.0,5.0,5.0,57,1,58
Simiyu,Busega,Busega DC,Busega,Imalamate,Ng'wang'wenge,198,Mwamalwilo 'B',,0.0,0,1,0,0.0,5.0,5.0,64,1,65
Simiyu,Busega,Busega DC,Busega,Imalamate,Ng'wang'wenge,199,Mashigambiti,,2.9,0,1,0,0.0,2.0,2.0,80,2,82
Simiyu,Busega,Busega DC,Busega,Imalamate,Ng'wang'wenge,200,Migungambilu,,0.0,0,1,0,0.0,2.0,2.0,54,1,55
JUMLA NDOGO,,,,,,200,200,0.0,232.3,59,162,1,11.0,660.7,668.7,"16,907",587,"17,494"
Simiyu,Meatu,Meatu DC,Meatu,Mamlaka ya Mji Mdogo Mwanhuzi,,1,Malugala,,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Mamlaka ya Mji Mdogo Mwanhuzi,,2,Jineri,,0.6,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Mamlaka ya Mji Mdogo Mwanhuzi,,3,Mwang'halaja,,0.1,1,,,1.0,2.0,3.0,18,2,20
Simiyu,Meatu,Meatu DC,Meatu,Mamlaka ya Mji Mdogo Mwanhuzi,,4,Bulyashimba,,5.1,1,,,1.0,2.0,3.0,22,3,25
Simiyu,Meatu,Meatu DC,Meatu,Mamlaka ya Mji Mdogo Mwanhuzi,,5,Kisesa,,1.3,1,,,1.0,3.0,4.0,30,2,32
Simiyu,Meatu,Meatu DC,Meatu,Mamlaka ya Mji Mdogo Mwanhuzi,,6,Bulyanaga,,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Mamlaka ya Mji Mdogo Mwanhuzi,,7,Imalamakoye,,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Nkoma,8,Lyusa,,0.0,1,,,2.0,2.0,4.0,25,3,28
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Nkoma,9,Bulyanjemu,,2.2,50,,,2.0,2.0,4.0,20,4,24
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Nkoma,10,Imalapupina,,,0,,,1.0,2.0,3.0,25,3,28
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Nkoma,11,Mwabasabi,,0.0,1,,,2.0,2.0,4.0,30,3,33
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Itaba,12,Iyogelo,,4.0,,1,,1.5,2.0,3.5,30,3,33
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Itaba,13,Mwabuki,,2.6,1,,,2.0,2.0,4.0,30,3,33
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Itaba,14,Chobe,,0.6,1,,,2.0,2.0,4.0,3,30,33
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Itaba,15,Ibaga,,1.3,,1,,1.5,3.0,4.5,35,4,39
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Itaba,16,Mwamaganga,,2.2,,1,,1.5,3.0,4.5,30,2,32
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Itaba,17,Mwamashimba,,0.0,1,,,1.5,2.0,3.5,27,3,30
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Itaba,18,Wimate,,0.0,1,,,1.0,2.0,3.0,28,3,31
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Itaba,19,Jiloleli,,0.5,1,,,2.0,2.0,4.0,40,3,43
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Itaba,20,Sanjo,,0.0,1,,,1.0,2.0,3.0,20,2,22
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Mwabagalu,21,Badi,,2.6,1,,,2.0,2.0,4.0,56,3,59
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Mwabagalu,22,Mwabasabi,,0.0,1,,,1.5,2.5,4.0,57,4,61
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Mwabagalu,23,Mwang'halaja,,3.0,1,,,2.0,3.0,5.0,60,3,63
Simiyu,Meatu,Meatu DC,Meatu,Nkoma,Ikigijo,24,Iyogelo,,1.3,1,,,2.0,3.0,5.0,47,3,50
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Paji,57,mwamagili,,1.1,1,,,2.0,2.0,4.0,,,0
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Paji,58,Mwamasagala,,0.0,,1,,2.0,3.0,5.0,,,0
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Paji,59,Bulyandulu,,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Paji,60,Mwangelela,,0.8,1,,,2.0,3.0,5.0,47,3,50
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Paji,61,Ikelela,,0.7,,,,2.0,3.0,5.0,55,3,58
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Paji,62,Mikuyuni,,0.5,1,,,1.0,3.0,4.0,44,4,48
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Paji,63,Mwamaganga,,2.8,1,,,1.0,3.0,4.0,67,3,70
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Paji,64,Makomangwa,,1.4,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Mwanyagula,65,Kisesa,,0.9,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Mwanyagula,66,Lyusa,,0.0,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Mwanyagula,67,Mwakishepo,,0.8,,1,,2.0,2.0,4.0,57,4,61
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Sapa,68,Makomangwa,,0.0,1,,,1.0,2.0,3.0,57,4,61
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Sapa,69,Sapa,,0.0,1,1,,1.0,2.0,3.0,57,5,62
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Sapa,70,Magusa,,0.8,1,,,1.0,2.0,3.0,57,3,60
Simiyu,Meatu,Meatu DC,Meatu,Kimali,Sapa,71,Ng'hungulu A,,4.3,1,,,2.0,3.0,5.0,57,4,61
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Mwangudo,101,Songambele A,,0.0,,1,,2.0,2.0,4.0,60,6,66
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Mwangudo,102,Chomboni,,0.0,1,,,2.0,3.0,5.0,37,4,41
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Iramba ndogo,103,Mwangeza,,0.0,,,,1.0,2.0,3.0,23,2,25
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Iramba ndogo,104,Gwang'halaja,,0.0,1,,,2.0,3.0,5.0,36,4,40
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Iramba ndogo,105,Kanda,,0.6,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Iramba ndogo,106,Italelyashimba,,2.3,1,,,2.0,3.0,5.0,30,4,34
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Iramba ndogo,107,Turumisa,,5.0,1,,,2.0,3.0,5.0,32,4,36
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Iramba ndogo,108,Igobe,,0.0,1,,,2.0,3.0,5.0,35,5,40
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Sungu,109,Mwanyanga,,4.3,1,,,2.0,1.0,3.0,40,4,44
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Sungu,110,Puga,,4.0,1,,,2.0,3.0,5.0,36,4,40
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Sungu,111,Segeya,,5.5,1,,,2.0,3.0,5.0,40,3,43
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Sungu,112,Butimba,,4.2,1,,,2.0,3.0,5.0,36,5,41
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Makao,113,Lorgumi,,0.6,1,,,2.0,3.0,5.0,35,5,40
Simiyu,Meatu,Meatu DC,Meatu,Mwangudo,Makao,114,Matiko,,0.6,1,,,2.0,3.0,5.0,37,3,40
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamishali,115,Italwa,,1.4,1,,,2.0,2.0,4.0,30,3,33
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamishali,116,Mwanyagula,,1.5,1,,,2.0,2.0,4.0,33,3,36
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamishali,117,Kiloleli,,0.9,,,,1.0,3.0,4.0,29,2,31
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamishali,118,Malugala,,3.0,,1,,2.0,2.0,4.0,30,2,32
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamishali,119,Mwamilekwa,,0.0,1,,,1.0,2.0,3.0,44,3,47
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamishali,120,Mabatini,,0.4,,,1,1.5,2.0,3.5,33,3,36
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamishali,121,Kisesa,,0.7,1,,,1.5,2.0,3.5,35,2,37
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamagingo,122,Mwasungura,,1.2,1,,,1.0,2.0,3.0,55,3,58
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamagingo,123,Mwankola,,1.1,1,,,1.0,2.0,3.0,55,3,58
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Mwamagingo,124,Mwajidutu,,1.6,1,,,1.0,2.0,3.0,55,3,58
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Bulyashi,125,Mwamapalala,,0.0,1,,,2.0,2.0,4.0,30,3,33
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Bulyashi,126,Mwabalogi,,0.0,1,,,1.0,2.0,3.0,28,3,31
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Bulyashi,127,Mwafuguji,,0.0,1,,,2.0,2.0,4.0,34,3,37
Simiyu,Meatu,Meatu DC,Meatu,Mwamishali,Bulyashi,128,Mwamalale,,0.5,1,,,1.0,2.0,3.0,30,3,33
