MKOA WA KIGOMA,,,,,,,,Scope of works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamnyusi,Mukiheta ,57,Kuitangi,,0.3,,1,,2.0,6.0,8.0,180,1,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamnyusi,Mukiheta ,58,Muhanga ,,8.3,1,1,,4.0,10.0,14.0,300,6,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Buhoro,Shunga,59,Rubimba,,0.7,,1,,2.0,6.0,8.0,130,2,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Buhoro,Shunga,60,Butsinde,,0.6,,1,,2.0,7.0,9.0,150,3,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Buhoro,Kibirizi ,61,Kibwigwa B,1.0,,,1,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Buhoro,Kibirizi ,62,Msalange,0.5,,1,,,2.0,6.0,8.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Buhoro,Nyamusanze,63,Nyangwe,0.5,,1,,,4.0,6.0,10.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Buhoro,Nyamusanze,64,Jugwe,0.9,,,1,,3.0,5.0,8.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Buhoro,Nyamusanze,65,"Nyamsanze ""B""",1.0,,1,,,2.0,6.0,8.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Buhoro,Lugoma ,66,Nyamahuge,,1.5,,1,,2.0,4.0,6.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Buhoro,Lugoma ,67,Lugoma,,1.0,,1,,2.0,4.0,6.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Heru Ushingo,68,Muhololo,,0.0,,,1,5.0,10.0,15.0,400,8,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Heru Ushingo,69,Zegezege,,0.5,,1,,4.0,6.0,10.0,250,4,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Heru Ushingo,70,Kishiha,,0.6,,1,,3.0,7.0,10.0,240,2,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Heru Ushingo,71,Nyebhumba ,,0.7,,1,,2.0,6.0,8.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Kigadye,72,Bamba,,1.5,1,,,2.0,3.0,5.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Kigadye,73,Nyabukari,,0.0,,,1,4.0,10.0,14.0,300,5,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Kigadye,74,Kibagabaga,,1.0,,1,,4.0,8.0,12.0,240,2,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Kigadye,75,Kigadye,,1.2,,,1,4.0,10.0,14.0,400,10,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Nyarugusu,76,Milango A,,1.0,,1,,3.0,6.0,9.0,220,2,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Nyarugusu,77,Chiloleye,,0.0,,1,,3.0,7.0,10.0,250,3,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Heru Ushingo,Nyarugusu,78,Nyabuzeba,,10.1,,,1,5.0,9.0,14.0,400,8,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kager Nkanda,Kagera,79,Kagunga,,1.1,,1,,4.0,8.0,12.0,350,5,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kager Nkanda,Kagera,80,Nyanzaza,,1.1,,1,,4.0,6.0,10.0,250,3,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kager Nkanda,Kagera,81,Mukamba,,0.4,,,1,5.0,10.0,15.0,420,7,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kager Nkanda,Kagera,82,Katoto ( scattered houses),,18.0,1,,,1.0,4.0,5.0,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kager Nkanda,Kagera,83,Katezi ,,0.3,1,1,,5.0,9.0,14.0,350,3,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kager Nkanda,Mvinza,84,Katahokwa,,2.0,,,1,4.0,9.0,13.0,400,6,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kager Nkanda,Mvinza,85,Songambele,,1.0,,1,,3.0,6.0,9.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,KiTanga,KiTanga,86,Majengo,,1.5,,,1,4.0,8.0,12.0,350,4,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,KiTanga,Kiyungwe ,87,Nyamsagara ,,0.0,,1,,4.0,8.0,12.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,KiTanga,Kiyungwe ,88,Kivumu ,,1.0,,1,,3.0,7.0,10.0,200,3,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,KiTanga,Kiyungwe ,89,Msasa ,,1.1,,1,,3.0,8.0,11.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kigembe,Kasangezi,90,Kagera ,,0.8,,1,,3.0,6.0,9.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kigembe,Kasangezi,91,Ziwani ,,0.6,1,,,1.0,4.0,5.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kigembe,Kasangezi,92,Kumabuye,,0.0,1,,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kigembe,Kasangezi,93,Kilimahewa ,,0.8,,1,,2.0,5.0,7.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kigembe,Kasangezi,94,Mwabuye,,0.0,,1,,2.0,8.0,10.0,180,2,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kigembe,Kasangezi,95,Majengo ,,0.6,,1,,2.0,5.0,7.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kwaga,Kwaga,96,"Kwaga ""A""",,0.0,1,,,2.0,3.0,5.0,122,2,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kwaga,Kwaga,97,Murusunu,,0.0,,,,,4.0,4.0,102,1,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kwaga,Kwaga,98,Mubatambo,,0.9,1,,,2.0,6.0,8.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kwaga,Kabagwe,99,Mlole,,0.3,1,,,2.0,4.0,6.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kwaga,Kabagwe,100,Nyantete,,0.6,1,,,2.0,3.0,5.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kwaga,Ngage ,101,Ngage B,,0.5,,1,,2.0,5.0,7.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kwaga,Ngage ,102,Rubirizi,,0.5,,1,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kwaga,Ngage ,103,Nyamikala ,,0.0,1,,,2.0,5.0,7.0,180,2,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kwaga,Ngage ,104,Kilimahewa,,1.1,1,,,2.0,6.0,8.0,102,2,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kalela,Kunde ,105,Rutenga,,1.6,1,,,2.0,5.0,7.0,70,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kalela,Kalela,106,Malonzi,,0.9,,1,,3.0,5.0,8.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kalela,Kalela,107,Rubuga,,0.9,1,,,2.0,3.0,5.0,70,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Bugaga,Nkundutsi,108,Shuleni,,0.0,,1,,2.0,5.0,7.0,160,1,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Bugaga,Nkundutsi,109,Mvuvuma,,0.6,1,,,3.0,4.0,7.0,140,1,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Bugaga,Nkundutsi,110,Nyakelela,,0.3,1,,,2.0,3.0,5.0,120,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Bugaga,Bugaga,111,Bukoba,,1.5,,1,,4.0,6.0,10.0,280,2,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Nyakitonto,112,Kwitangi,,1.5,1,,,2.0,5.0,7.0,120,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Mugombe,113,Katonga B,,0.8,,1,,3.0,9.0,12.0,300,4,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Mugombe,114,Ruhunga ,,0.7,,1,,2.0,4.0,6.0,110,3,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Mugombe,115,Mugombe chini,,0.0,1,,,2.0,4.0,6.0,70,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Murubanga,116,Murugano,,0.6,,1,,4.0,6.0,10.0,200,3,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Murubanga,117,Nyabhunya ,,1.3,,1,,4.0,6.0,10.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Mkesha,118,Mkesha B,,0.7,,1,,2.0,6.0,8.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Mkesha,119,Nyanka,,0.5,1,,,2.0,3.0,5.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Mkesha,120,Kibumba ,,0.8,,1,,3.0,6.0,9.0,160,2,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Mkesha,121,Kalenge,,0.7,1,,,2.0,3.0,5.0,80,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyakitonto,Katonga ,122,Mugombe B,,0.7,,1,,2.0,5.0,7.0,190,2,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kitagata,Kitagata,123,Nyundo,,0.5,,1,,4.0,6.0,10.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Makere,Kalimungoma,124,Kagewe ,,0.6,,1,,2.0,6.0,8.0,140,3,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kitagata,Kasasa,125,Kigongo,,0.7,,1,,3.0,4.0,7.0,140,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kitagata,Kasasa,126,Kalembela,,0.5,1,,,2.0,4.0,6.0,80,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Kitagata,Kasasa,127,Kalenga ,,0.4,,1,,3.0,5.0,8.0,120,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyachenda,Nyachenda,128,Vogo,,1.3,,1,,3.0,4.0,7.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyachenda,Nyachenda,129,Nyambogo,,0.8,,1,,3.0,4.0,7.0,150,3,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyachenda,Mwali,130,Rusesa,,0.6,,1,,3.0,6.0,9.0,280,2,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyachenda,Mwali,131,Nyabageni,,1.0,,,1,5.0,8.0,13.0,360,7,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyachenda,Mwali,132,Nyakelela,,0.7,1,,,2.0,3.0,5.0,70,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyachenda,Mwali,133,Kanywabeza,,0.5,1,,,3.0,5.0,8.0,100,3,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyachenda,Mwali,134,Nyamagata,,0.0,,,,3.0,5.0,8.0,180,2,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamidaho,Nyamidaho,135,Kumnazi,,0.6,1,,,2.0,3.0,5.0,130,2,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamidaho,Nyamidaho,136,Nyamidaho Juu,,0.7,,1,,3.0,5.0,8.0,95,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamidaho,Mvugwe,137,Mvugwe Juu A,,,,,,2.0,4.0,6.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamidaho,Mvugwe,138,Nyabhivuvu ,,0.6,,1,,3.0,5.0,8.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamidaho,Kumkambati,139,Mlingoma ,,1.5,,1,,3.0,7.0,10.0,180,4,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamidaho,Kumkambati,140,Rulamba ,,0.5,1,,,2.0,5.0,7.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamidaho,Kumtundu ,141,Mvugwe juu B,,0.6,,,1,5.0,10.0,15.0,450,8,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Nyamidaho,Kumtundu ,142,Mnarani (hm&Mkuyuni) ,,0.0,,2,,5.0,9.0,14.0,400,6,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Rusesa,Rusesa,143,Kumubhila,,0.0,1,,,2.0,4.0,6.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Rusesa,Rusesa,144,Nyandago,,0.0,,1,,4.0,6.0,10.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Rusesa,Zeze,145,Msongeni,,0.9,,1,,3.0,6.0,9.0,230,2,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Rusesa,Zeze,146,Rukombe,,0.0,,1,,4.0,8.0,12.0,250,3,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Rusesa,Makingi,147,Kalongolozi ,,0.9,,1,,3.0,6.0,9.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Muzye,Muzye,148,Mvuvuma,,1.0,,1,,4.0,8.0,12.0,300,2,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Muzye,Mutala,149,Kigunga,,0.7,1,,,2.0,3.0,5.0,120,2,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Muzye,Mutala,150,Mvuvuma,,0.6,,1,,3.0,6.0,9.0,260,2,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Muzye,Mutala,151,Mayonga ,,0.4,,1,,4.0,6.0,10.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu DC,Kasulu Vijijini,Muzye,Mutala,152,Kolola ,,1.5,,1,,3.0,5.0,8.0,200,2,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Nyansha,,153,Nyansha,,0.7,,,,1.0,2.0,3.0,100,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Nyansha,,154,Kilombero,,0.0,,,,1.0,2.0,3.0,80,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Nyansha,,155,Kiguhu,,0.0,,,,1.0,2.0,3.0,60,1,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Nyumbigwa,,156,Mwikungu,,0.0,,,,1.0,2.0,3.0,200,4,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Nyumbigwa,,157,Nyanguge,,0.5,,,,1.0,2.0,3.0,150,2,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Muhunga,,158,Gwanyana,,0.8,,,,1.0,2.0,3.0,80,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Muhunga,,159,Kihololo,,0.6,,,,1.0,2.0,3.0,50,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Muhunga,,160,Marumba,,0.0,,,,1.0,2.0,3.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Muhunga,,161,Kinyika,,2.4,,,,1.0,2.0,3.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Muhunga,,162,Lugongo,,0.6,,,,1.0,2.0,3.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Muhunga,,163,Nyandura,,1.2,,,,1.0,2.0,3.0,300,4,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Mganza,,164,Nyantenga,,0.8,,,,1.0,2.0,3.0,290,3,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Mganza,,165,Muganza,,0.5,,,,1.0,2.0,3.0,300,2,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Mganza,,166,Kalambi,,0.8,,,,1.0,2.0,3.0,50,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Mganza,,167,Mwanga B,,0.0,,,,1.0,2.0,3.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Msambara,,168,Mgongo,0.6,,,,,1.0,2.0,3.0,80,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Msambara,,169,Mlungwa,0.0,,,,,1.0,2.0,3.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kasulu,Kasulu TC,Kasulu Mjini,Msambara,,170,Msanza,0.8,,,,,1.0,2.0,3.0,250,2,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUMLA NDOGO,,,,,,170,,5.3,177.4,51,84,15,437.5,893.0,"1,330.5","28,959",417,"29,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Munyegera,Munyegera,1,Kabuye,,1.6,,1,,2.0,3.0,5.0,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Munyegera,Songambele,2,Bulambira,,0.0,1,,,1.0,3.0,4.0,50,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Munyegera,Songambele,3,Bilatenda,,0.7,,1,,2.0,4.0,6.0,110,2,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Biharu,Kigege,4,Mwibuye,,0.0,1,,,1.0,3.0,4.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Janda,Kirungu,5,Kasegezi(Kasegela),,1.7,,1,,2.0,4.0,6.0,80,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Janda,Janda,6,Janda juu,,0.0,,1,,3.0,5.0,8.0,120,3,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Janda,Janda,7,Butugara/Kitunda,,1.0,,1,,2.0,4.0,6.0,90,2,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Janda,Janda,8,Kumsenga,,0.0,1,,,2.0,3.0,5.0,65,1,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Janda,Nyamihanga,9,Shagasha,,2.5,,1,,1.0,3.0,4.0,100,1,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Janda,Nyamihanga,10,Mkipipi,,1.0,1,,,2.0,2.5,4.5,60,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Muyama,Nyanga,11,Nyampembachini,,0.6,1,,,2.0,3.0,5.0,70,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Muyama,Nyanga,12,Nyamyositi,,0.8,,1,,2.0,4.0,6.0,30,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Muyama,Kalege,13,Kanzogoro,,0.3,1,,,1.0,3.0,4.0,50,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Buhigwe, Buhigwe DC,Buhigwe,Nyamugali,Nyamugali,14,Lukunda,,2.6,,1,,2.0,3.0,5.0,80,1,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
