MKOA WA KIGOMA,,,,,,,,Scope of works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigaga,76,Nyeseke,,0.0,1,,,1.5,0.9,2.4,42,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigaga,77,Mpome,,0.8,,,,,,2.0,42,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigaga,78,Kayogolo,,0.0,,1,,,1.0,1.0,42,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigaga,79,Sakanyege,,0.0,,,,,,2.0,42,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigaga,80,Maga,,0.0,,,,,,2.0,42,2,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Magarama,81,Msamahe,,1.1,1,,,0.4,0.6,1.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Magarama,82,Nyabwayi,,2.1,1,,,,,2.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Magarama,83,Mahaha,,6.0,,,,,,2.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Magarama,84,Kisanda,,4.0,,,,,,2.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Magarama,85,Kahobe,,1.4,,,,,,2.0,40,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Magarama,86,Mnyankoni,,2.0,1,,,,1.0,1.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigina,87,Rubumba,,0.0,,,,,,2.0,20,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigina,88,Kishindwi,,0.0,1,,,0.5,1.0,1.5,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigina,89,Bambaziba,,4.0,,,,,,2.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigina,90,Mshenyi,,2.5,,,,,,2.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigina,91,Rusunwe,,1.1,,,,,,2.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigina,92,Mgela,,8.3,1,,,,1.0,1.0,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigina,93,Malimbi,,0.0,,,,,,2.0,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rugongwe,Kigina,94,Mulinyi,,2.0,,,,,,2.0,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kitahana,Rugunga,95,Songambele,,1.5,,,,,,2.0,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kitahana,Rugunga,96,Chigazule,,2.0,1,,,,0.8,0.8,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kitahana,Rugunga,97,Madundwe,,1.0,1,,,,0.7,0.7,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kitahana,Rugunga,98,Kaguu,,0.0,,,,,,2.0,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Rusohoko,99,Nyabasengo B,,0.0,1,,,0.5,0.6,1.1,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Rusohoko,100,Rubirizi A,,0.0,1,,,,0.7,0.7,42,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Rusohoko,101,Rubirizi B,,0.8,1,,,,0.6,0.6,41,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Rusohoko,102,Rubirizi C,,0.8,1,,,,0.6,0.6,36,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Rusohoko,103,Rubirizi D,,0.0,,1,,0.4,0.6,1.0,36,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Maloregwa,104,Mvuruga,,1.0,1,,,,1.0,1.0,36,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Maloregwa,105,Madundwe,,3.7,,,,,,2.0,36,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Maloregwa,106,Kumgondogondo,,3.5,,,,,,2.0,36,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Maloregwa,107,Kituye,,0.0,1,,,0.4,1.1,1.5,36,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Maloregwa,108,Nyabusaro,,0.0,,,,,,0.0,36,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Rusohoko,Kibingo,109,Kamende,,1.0,,,,,,2.0,36,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Mabamba,110,Nyagwilonge,,0.0,,,,,,2.0,36,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Mabamba,111,DWT,,0.0,1,,,,0.8,0.8,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Mabamba,112,Silabu,,0.0,1,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Mabamba,113,Mshenyi,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Mabamba,114,Uhuru,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyange,115,Nyange B,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyange,116,Kalila B,,0.5,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyange,117,Mariba B,,0.5,1,,,,1.0,1.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyange,118,Mutezi,,0.0,,,,,,2.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyange,119,Bigoro,,1.3,1,,,,1.0,1.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyange,120,Kazamoyo,,0.4,,,,,,2.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Mkarazi,121,Kikinga,,0.0,1,,,,0.8,0.8,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Mkarazi,122,Mpakani,,0.8,,1,,0.4,2.1,2.5,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Mkarazi,123,Kijangara,,,,,,,,2.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Mkarazi,124,Nyamigombero,,0.7,,,,,,2.0,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyakasanda,125,Kutwinembi,,0.9,1,,,0.9,,0.9,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyakasanda,126,Ntoyoyo,,1.0,1,,,0.9,,0.9,30,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyakasanda,127,Nyakasanda Kaskazini,,0.7,1,,,0.6,1.0,1.6,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyakasanda,128,Kivoga,,0.4,1,,,0.4,,0.4,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyakasanda,129,Nyabulimbi,,0.0,,,,0.8,,0.8,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mabamba,Nyakasanda,130,Kumkuyu,,1.0,,,,1.0,,1.0,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Nyarugusu,131,Ngulilo,,0.4,,,,0.4,,0.4,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Nyarugusu,132,Rusange,,0.8,1,,,0.9,1.0,1.9,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kasana,133,Kangeze,,0.7,,,,0.7,,0.7,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kasana,134,Igambililo,,0.6,1,,,0.6,0.6,1.2,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Nyabitaka,135,Majengo ,,0.8,,,,0.8,,0.8,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Nyabitaka,136,Kasana,,0.0,1,,,,1.0,1.0,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Nyabitaka,137,Nyamayoka,,0.5,,,,0.5,,0.5,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Nyabitaka,138,Ikanilo,,0.8,,,,0.8,,0.8,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Nyabitaka,139,Mshenyi,,0.7,1,,,0.7,1.0,1.7,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Nyabitaka,140,Kimanga,,0.7,1,,,0.6,0.8,1.4,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Nyabitaka,141,Nyabulimbi,,0.0,,,,,,2.0,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kumshwabure,142,Nyarunanga,,1.1,,,,1.1,,1.1,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kumshwabure,143,Nyamigaye,,1.4,1,,,1.4,1.0,2.4,45,2,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kumshwabure,144,Kigarama,,0.0,1,,,,0.8,0.8,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kumshwabure,145,Kumshwabure,,0.5,,,,0.5,,0.5,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kumshwabure,146,Kafwandi,,1.1,,,,1.1,,1.1,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kumshwabure,147,Katovu,,0.7,,,,0.7,,0.7,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kumshwabure,148,Kibimba,,0.6,,,,0.7,,0.7,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kizazi,Kumshwabure,149,Nyarugunga,,1.1,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kumsenga,150,Linda,,0.9,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kumsenga,151, Kitaramagoma,,1.1,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kukinama,152,Bwozi B,,0.4,1,,,,1.0,1.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kukinama,153,Nyabusaro,,1.3,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kukinama,154,Kigwe,,0.7,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kibuye,155,Nyampande,,0.5,1,,,,1.0,1.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kibuye,156,Kumbanga,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kibuye,157,Mkike,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kibuye,158,Chona,,0.4,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kumsenga,Kibuye,159,Mheshu,,0.8,1,,,,1.0,1.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Kagezi,160,Kagezi,,0.8,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Kagezi,161,Kigunga,,0.6,1,,,,1.0,1.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Mlange,162,Nzizi,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Mlange,163,Bisako,,0.4,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Mlange,164,Kumsekule,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Mikonko,165,Mikonko,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Mikonko,166,Nkweto,,0.4,1,,,,0.8,0.8,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Mikonko,167,Mukoni,,0.0,,,,,,2.0,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Mikonko,168,Nyombe,,0.9,1,,,,1.0,1.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Kagezi,Mikonko,169,Mwalo,,0.5,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Buyezi,170,Buyezi,,0.4,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Buyezi,171,Ruhwiti,,0.8,1,,,,0.7,0.7,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Buyezi,172,Rukere,,0.0,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Buyezi,173,Kaharawe,,2.2,1,,,,0.9,0.9,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Buyezi,174,Karugendo,,0.6,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Buyezi,175,Rushindwi,,0.5,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Kigogo,176,Rubaba,,0.0,1,,,,1.0,1.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Kigogo,177,Bikera,,0.3,1,,,,0.7,0.7,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Kigogo,178,Kamuna,,1.2,1,,,,1.0,1.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Kigogo,179,Kumunazi,,1.1,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Kigogo,180,Ntakibaye,,0.0,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Kigogo,181,Nyamafundi,,0.6,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Itaba,Kigogo,182,Kagomero,,1.2,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mukabuye,Mukabuye,183,Kasagwe,,0.7,1,,,,0.8,0.8,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mukabuye,Kageyo,184,Kageyo,,0.9,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mukabuye,Kageyo,185,Nyamufa,,1.1,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mukabuye,Kageyo,186,Kalushimba,,8.2,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mukabuye,Kageyo,187,Milale,,0.7,,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mukabuye,Nyakilenda,188,Mugarika,,0.0,1,,,,1.0,1.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mukabuye,Nyakilenda,189,Lubiga,,0.0,1,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mukabuye,Nyakilenda,190,Katenda,,0.0,1,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Mukabuye,Nyakilenda,191,Naruyange,,0.0,1,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Busunzu,192,Nyamuguruma A,,0.0,1,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Busunzu,193,Nyamuguruma B,,0.4,1,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Busunzu,194,Samora,,0.0,1,,,,,2.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Busunzu,195,Kubugera,,1.0,1,,,,1.0,1.0,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Busunzu,196,Kazaroho,,0.0,1,,,0.4,1.1,1.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Busunzu,197,Kadida,,0.5,1,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Busunzu,198,Mbugani,,0.4,1,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Busunzu,199,Mandela,,0.0,1,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Busunzu,200,Nyerere,,1.1,1,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Kisogwe,201,Nyabwai A,,0.5,,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Kisogwe,202,Kumnazi,,0.0,,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyamilembi,203,Nyaruzu,,1.0,,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyamilembi,204,Kukabila,,0.0,1,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyamilembi,205,Kumwelulo ,,0.0,,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyankwi,206,Sokoine,,0.0,,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyankwi,207,Karume,,0.5,,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyankwi,208,Mandela,,0.0,,,,1.5,2.0,3.5,40,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyankwi,209,Vumilia,,1.1,,,,1.5,2.0,3.5,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyankwi,210,Songambele,,6.0,,,,1.5,2.0,3.5,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyankwi,211,Mtuntu,,1.0,,,,1.5,2.0,3.5,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyarulanga,212,Zenza,,4.0,,,,1.5,2.0,3.5,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyarulanga,213,Mtuntu,,0.6,1,,,1.5,2.0,3.5,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kigoma,Kibondo,Kibondo DC,Muhambwe,Busunzu,Nyarulanga,214,Aruwizi,,0.0,1,1,,0.5,2.0,2.5,35,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
