MKOA WA IRINGA,,,,,,,,Scope of works,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low voltage Lines (km),,,Initial customers,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11KV,33KV,50,100,200,4 x 95 sq.mm,4 x 50 sq.mm,LV Total (km),single phase,Three phase,Total
Iringa,Kilolo,Kilolo DC,Kilolo,Ibumu,Ilambo,131,Lugolofu,,5.3,1,,,1.8,2.7,4.5,24,1,25
Iringa,Kilolo,Kilolo DC,Kilolo,Ibumu,Ilambo,132,"Magunga
",,0.7,1,,,1.1,1.7,2.8,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Ibumu,Ilambo,133,Mavigili,,3.7,1,,,1.2,1.8,3.0,37,2,39
Iringa,Kilolo,Kilolo DC,Kilolo,Ibumu,Ibumu,134,Ivangwa,,436.0,1,,,1.4,2.2,3.6,47,2,49
Iringa,Kilolo,Kilolo DC,Kilolo,Ibumu,Kilumbwa,135,Luhanzo,,0.0,1,,,1.2,1.8,3.0,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Ibumu,Kilumbwa,136,Chengele,,4.7,1,,,1.2,1.8,3.0,17,1,18
Iringa,Kilolo,Kilolo DC,Kilolo,Ibumu,Kilala kidewa,137,Kilala A,,5.2,1,,,1.2,1.8,3.0,36,2,38
Iringa,Kilolo,Kilolo DC,Kilolo,Uhambingeto,Iwungi,138,Mnusi,,0.0, ,,,1.0,1.4,2.4,12,1,13
Iringa,Kilolo,Kilolo DC,Kilolo,Uhambingeto,Iwungi,139,Iwungi,,0.0, ,,,0.9,1.3,2.2,21,1,22
Iringa,Kilolo,Kilolo DC,Kilolo,Uhambingeto,Iwungi,140,Matambo,,0.0, ,,,1.2,1.8,3.0,30,2,32
Iringa,Kilolo,Kilolo DC,Kilolo,Uhambingeto,Ng'osi,141,Kiwisa,,0.0, ,,,1.2,1.8,3.0,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Uhambingeto,Ng'osi,142,Nyamsoa,,0.0, ,,,1.2,1.8,3.0,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Uhambingeto,Uhambingeto,143,Bomalang'ombe,,1.6,1,,,1.2,1.9,3.1,49,3,52
Iringa,Kilolo,Kilolo DC,Kilolo,Uhambingeto,Vitono,144,Dunguya,,1.2,1,,,1.5,2.2,3.7,45,2,47
Iringa,Kilolo,Kilolo DC,Kilolo,Image,Lyasa,145,Msasamu,,0.0,1,,,0.8,1.2,2.0,17,1,18
Iringa,Kilolo,Kilolo DC,Kilolo,Image,Lyasa,146,Msale,,3.7,1,,,1.2,1.9,3.1,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Image,Ilawa,147,Masapila,,0.0, ,,,1.2,1.8,3.0,15,1,16
Iringa,Kilolo,Kilolo DC,Kilolo,Image,Uhominyi,148,Makalala,,1.4, ,1,,1.4,2.1,3.5,64,3,67
Iringa,Kilolo,Kilolo DC,Kilolo,Image,Image no 8,149,Matambo,,2.0,1,,,1.2,1.8,3.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Image,Image no 8,150,Kichangani,,2.8, ,1,,1.6,2.4,4.0,74,4,78
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Irole,151,Mwaya,,3.1,1,,,1.3,2.0,3.3,49,3,52
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Irole,152,Vilalo,,2.5,1,,,1.4,2.0,3.4,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Irole,153,Igominyi,,2.7, ,1,,1.6,2.5,4.1,74,4,78
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Ibofwe,154,Ibofwe,,4.0,1,,,1.5,2.3,3.8,37,2,39
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Ibofwe,155,Luking'ino,,0.0,1,,,1.2,1.8,3.0,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Ibofwe,156,Ilangamoto,,4.6,1,,,1.4,2.1,3.5,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Kitelewasi,157,Ipogo,,1.5,1,,,1.3,1.9,3.2,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Lundamatwe,158,Lusaula,,0.0,1,,,1.4,2.0,3.4,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Lundamatwe,159,Ruaha,,1.7,1,,,1.2,1.8,3.0,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Irole,Lundamatwe,160,kibati,,0.0,1,,,1.3,1.9,3.2,38,2,40
Iringa,Kilolo,Kilolo DC,Kilolo,Lugalo,Mbigili,161,Morogoro,,1.2,1,,,1.6,2.4,4.0,44,2,46
Iringa,Kilolo,Kilolo DC,Kilolo,Lugalo,Mbigili,162,Ibulu,,1.4,1,,,1.4,2.2,3.6,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Lugalo,Mazombe,163,Igunga,,3.1,1,,,1.3,1.9,3.2,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Lugalo,Imalutwa,164,Vikelo,,3.7,1,,,0.8,1.2,2.0,36,2,38
Iringa,Kilolo,Kilolo DC,Kilolo,Lugalo,Imalutwa,165,Igunga,,3.6,1,,,1.7,2.5,4.2,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Lugalo,Imalutwa,166,Mwiluti,,2.7,1,,,1.6,2.4,4.0,64,3,67
Iringa,Kilolo,Kilolo DC,Kilolo,Mahenge,Magana,167,Mkundi,,1.4,1,,,1.6,2.4,4.0,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Mahenge,Magana,168,Mkwila,,2.6,1,,,1.0,1.6,2.6,15,1,16
Iringa,Kilolo,Kilolo DC,Kilolo,Mahenge,Mahenge,169,Mlewela,,,,,,,,,,,
Iringa,Kilolo,Kilolo DC,Kilolo,Mahenge,Magana,170,Mkengengelechuma,,2.5,1,,,1.1,1.7,2.8,24,1,25
Iringa,Kilolo,Kilolo DC,Kilolo,Mahenge,Irindi,171,Madaba,,0.0,1,,,1.0,1.5,2.5,24,1,25
Iringa,Kilolo,Kilolo DC,Kilolo,Mahenge,Irindi,172,Vikongi,,1.1,1,,,1.2,1.8,3.0,33,2,35
Iringa,Kilolo,Kilolo DC,Kilolo,Mahenge,Irindi,173,Mdahila,,2.2,1,,,1.2,1.7,2.9,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Mahenge,Irindi,174,Igeme,,4.3,1,,,0.9,1.4,2.3,13,1,14
Iringa,Kilolo,Kilolo DC,Kilolo,Ruaha mbuyuni,Ruaha mbuyuni,175,Kigamboni,,2.3,1,,,1.3,1.9,3.2,29,2,31
Iringa,Kilolo,Kilolo DC,Kilolo,Ruaha mbuyuni,Msosa,176,Mjengo,,1.4,1,,,1.2,1.8,3.0,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Ruaha mbuyuni,Ikula,177,Mkwajuni,,0.0,1,,,1.4,2.2,3.6,62,3,65
Iringa,Kilolo,Kilolo DC,Kilolo,Ruaha mbuyuni,Ikula,178,Tindiga,,0.0, ,,,1.1,1.7,2.8,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ruaha mbuyuni,Ikula,179,Ikula B,,2.2,1,,,1.2,1.8,3.0,57,3,60
Iringa,Kilolo,Kilolo DC,Kilolo,Ruaha mbuyuni,Mtandika,180,Mhefu,,6.8,1,,,0.8,1.2,2.0,13,1,14
Iringa,Kilolo,Kilolo DC,Kilolo,Ruaha mbuyuni,Mtandika,181,Wafugaji,,0.0, ,,,0.4,0.6,1.0,3,0,3
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Nyanzwa,182,Itemela,,0.0, ,,,1.1,1.6,2.7,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Nyanzwa,183,Mpilipili,,1.8, ,1,,1.4,2.2,3.6,40,2,42
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Nyanzwa,184,Miembeni,,0.0, ,,,1.2,1.8,3.0,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Nyanzwa,185,Minazini,,0.0, ,,,0.8,1.2,2.0,18,1,19
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Igunda,186,Balali,,0.0, ,,,0.8,1.2,2.0,29,2,30
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Igunda,187,Kidohoho,,2.7,1,,,1.0,1.5,2.5,10,1,10
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Igunda,188,Beku,,0.0, ,1,,1.8,2.7,4.5,53,3,56
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Igunda,189,Igunda,,0.0,1,,,1.2,1.8,3.0,34,2,36
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Mgowelo,190,Kibandulo,,0.0, ,,,0.8,1.2,2.0,32,2,34
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Mgowelo,191,wafugaji,,0.0,1,,,0.8,1.2,2.0,29,2,31
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Mgowelo,192,Vinyungu,,0.0, ,,,0.8,1.2,2.0,22,1,23
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Mgowelo,193,Mtwango,,0.0, ,,,0.6,0.9,1.5,21,1,22
Iringa,Kilolo,Kilolo DC,Kilolo,Nyanzwa,Mgowelo,194,Kimbigili ,,0.0, ,,,0.7,1.1,1.8,19,1,20
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Ukami,195,Ilangamoto,,0.0,,,,0.8,1.2,2.0,25,1,26
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Ukami,196,Ihongole,,2.2,1,,,1.4,2.1,3.5,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Ukami,197,Kinyangusi,,1.7,1,,,1.5,2.2,3.7,43,2,45
Iringa,Kilolo,Kilolo DC,Kilolo,Ukumbi,Ukami,198,Uyenga,,0.0,,,,0.9,1.4,2.3,34,2,36
JUMLA NDOGO,,,,,,194,,0.0,653.6,148,19,1,232.6,348.8,581.4,"7,524",396,"7,920"
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Nyololo,Lwing'ulo,1,Kilongo,,0.0,1, ,,1.2,1.8,3.0,30,2,32
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Nyololo,Lwing'ulo,2,Mtili,,1.8,1, ,,1.4,2.2,3.6,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Nyololo,Lwing'ulo,3,Mlewela,,0.0, , ,,1.4,2.0,3.4,22,1,23
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Nyololo,Nyololo shuleni,4,Kilimahewa,,0.0, ,1,,1.6,2.4,4.0,62,3,65
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Nyololo,Nyololo shuleni,5,Ilala,,0.0,1, ,,1.2,1.8,3.0,22,1,23
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Ihanganatwa,6,Luhanga,,0.0,1, ,,1.2,1.8,3.0,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Ihanganatwa,7,Ilala,,3.2,1, ,,1.0,1.5,2.5,21,1,22
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Maduma,8,Mavyale B,,0.0, ,1,,1.7,2.6,4.3,95,5,100
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Maduma,9,Msimbazi A,,0.0, ,1,,1.5,2.3,3.8,82,4,86
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Maduma,10,Msimbazi B,,4.6,1, ,,1.6,2.4,4.0,52,3,55
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Maduma,11,Kibaho,,0.0,1, ,,1.3,2.0,3.3,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Maduma,12,Mlimba,,3.9,1, ,,0.9,1.3,2.2,24,1,25
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Wangamaganga,13,Iguluvi,,0.0, , ,,1.1,1.7,2.8,37,2,39
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Wangamaganga,14,Kihanga,,2.6,1, ,,1.4,2.2,3.6,14,1,15
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Wangamaganga,15,Ibatu,,2.4,1, ,,1.0,1.6,2.6,22,1,23
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Maduma,Wangamaganga,16,Mungano,,2.0,1,1,,0.8,1.2,2.0,10,1,11
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Malangali,Tambalang'ombe,17,Idimilichuma,,3.7,1, ,,1.2,1.8,3.0,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Malangali,Tambalang'ombe,18,Lwato,,4.4,1, ,,1.4,2.0,3.4,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Malangali,Tambalang'ombe,19,Ulefi,,4.1,1, ,,1.4,2.2,3.6,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Malangali,Isimikinyi,20,Mifugo,,3.4,1, ,,0.8,1.2,2.0,11,1,12
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Malangali,Mwilavila,21,Mjimwema,,0.0, ,1,,2.0,3.0,5.0,74,4,78
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Malangali,Kingege,22,Kingege,,1.8,1, ,,1.6,2.4,4.0,39,2,41
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Malangali,Kingege,23,Mdingilo,,2.7,1, ,,1.2,1.7,2.9,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Malangali,Itengule,24,Ilundibalula,,1.3,1, ,,1.3,1.9,3.2,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Ipilimo iyayi,25,Ilalasimba,,0.0,1, ,,1.4,2.2,3.6,35,2,37
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Ipilimo iyayi,26,Ihanga,,0.5,1, ,,1.2,1.8,3.0,30,2,32
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Ipilimo iyayi,27,Ulonzi,,4.4,1, ,,1.2,1.8,3.0,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Ipilimo iyayi,28,Ivangilo,,6.0,1,1,,1.2,1.8,3.0,13,1,14
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Kiponda,29,Muhango,,1.5,1, ,,1.3,2.0,3.3,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Kiponda,30,Ilangi,,0.0,1, ,,1.6,2.4,4.0,45,2,47
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Kiponda,31,Ng'ongwinzelu,,0.0,1, ,,1.4,2.2,3.6,49,3,52
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Kwatwanga,32,Mifugo,,0.0,1, ,,1.6,2.4,4.0,59,3,62
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Kwatwanga,33,Udenyimembe,,2.6,1, ,,1.0,1.6,2.6,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Kwatwanga,34,Ifyulilo,,0.0, , ,,1.4,2.0,3.4,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Ihowanza,35,Kidingili,,2.0,1, ,,1.2,1.8,3.0,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Ihowanza,36,Idope,,3.5,1, ,,1.3,1.9,3.2,40,2,42
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Ihowanza,37,Mlimani,,1.7,1, ,,1.6,2.4,4.0,35,2,37
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Ihowanza,38,Makabila,,1.6, ,1,,1.6,2.4,4.0,53,3,56
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Ihowanza,Ihowanza,39,Mtamba,,0.0, , ,,1.2,1.8,3.0,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Idumlavanu,40,Lwango,,2.2, ,1,,2.0,3.0,5.0,97,5,102
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Idumlavanu,41,Kwambaka,,3.2,1, ,,1.2,1.8,3.0,18,1,19
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Idumlavanu,42,Ngalanga,,2.6,1, ,,1.4,2.2,3.6,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Idumlavanu,43,Idumlavanu,,1.5,1, ,,1.3,1.9,3.2,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Idumlavanu,44,Ivagula,,1.8,1, ,,1.6,2.3,3.9,41,2,43
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Ikangamwani,45,Kihanga,,0.0, , ,,1.2,1.7,2.9,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Ikangamwani,46,Mpogolo A,,3.0, ,1,,1.4,2.2,3.6,47,2,49
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Ikangamwani,47,Mpogolo B,,0.0, , ,,1.2,1.8,3.0,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Ikangamwani,48,Itamba,,2.0,1, ,,1.2,1.9,3.1,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Ikangamwani,49,Kihesa,,2.0,1, ,,1.2,1.8,3.0,35,2,37
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Mkangwe,50,Katenge,,0.0,1, ,,2.0,3.0,5.0,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idunda,Mkangwe,51,Mlangali,,0.0,1, ,,1.8,2.8,4.6,45,2,47
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Itandula,Kinegembasi,52,Unyanye C ,,0.0,1, ,,1.8,2.8,4.6,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Itandula,Kinegembasi,53,Ruaha D,,3.0,1, ,,2.0,3.0,5.0,23,1,24
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Itandula,Iramba,54,Kivele B,,0.0, , ,,0.8,1.2,2.0,22,1,23
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Itandula,Nyigo,55,Bomba A,,0.0, ,1,,1.4,2.2,3.6,51,3,54
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Itandula,Nyigo,56,Bomba B,,0.0, , ,,1.6,2.3,3.9,44,2,46
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Itandula,Ikimilinzowo,57,Mtakuja,,3.9, ,1,,2.0,3.0,5.0,64,3,67
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Itandula,Ikimilinzowo,58,Ruaha,,0.7,1, ,,1.4,2.2,3.6,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Itandula,Ihawaga,59,Kihanga,,0.8,1, ,,1.4,2.2,3.6,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Itandula,Ihawaga,60,Kinyanambo,,1.5,1, ,,1.2,1.8,3.0,24,1,25
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mbalamaziwa,Nyanyembe,61,Irangi,,3.9,1, ,,1.6,2.4,4.0,59,3,62
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mbalamaziwa,Ukemele,62,Ilangali,,2.0,1, ,,1.2,1.8,3.0,33,2,35
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mbalamaziwa,Ukemele,63,Mgeluka,,3.4,1, ,,1.7,2.5,4.2,49,3,52
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mbalamaziwa,Ukemele,64,Iyai,,3.5,1, ,,1.5,2.2,3.7,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtambula,Ipilimo,65,Sawala,,0.0,1, ,,1.4,2.1,3.5,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtambula,Ipilimo,66,Image,,0.0, , ,,1.2,1.8,3.0,23,1,24
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtambula,Ipilimo,67,Tambalang'ombe,,0.0,1, ,,1.4,2.1,3.5,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtambula,Mtambula,68,Msumbiji,,2.1, ,1,,2.4,3.6,6.0,83,4,87
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtambula,Mtambula,69,Idodi,,2.9, ,1,,2.2,3.4,5.6,85,4,89
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtambula,Nyakipambo,70,Magunga,,0.0, , ,,1.2,1.8,3.0,21,1,22
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtambula,Nyakipambo,71,Songambele,,2.6,1, ,,1.2,1.8,3.0,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtambula,Nyakipambo,72,Kihovela,,3.2,1, ,,1.3,1.9,3.2,30,2,32
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Lwang'a,73,Uwanja was ndege,,0.0, , ,,1.5,2.2,3.7,33,2,35
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Udumka,74,Luhota,,0.0, , ,,1.3,1.9,3.2,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Udumka,75,Nyakanane,,0.0, ,1,,1.2,1.8,3.0,34,2,36
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Udumka,76,Ramadhani,,0.0, , ,,0.9,1.3,2.2,35,2,37
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Udumka,77,Finge,,0.0, , ,,1.1,1.6,2.7,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Kilolo,78,Isakalilo,,0.0, , ,,1.1,1.6,2.7,20,1,21
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Kilolo,79,Mlimahewa,,0.0,1, ,,1.2,1.8,3.0,22,1,23
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Kilolo,80,Majalibio ,,1.6, ,1,,1.4,2.2,3.6,49,3,52
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Kilolo,81,Mapinduzi,,0.0, , ,,1.2,1.8,3.0,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idete,Idete,82,Mjimwema,,1.0, ,1,,2.4,3.6,6.0,124,7,130
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idete,Idete,83,Skauka,,2.1, ,1,,2.3,3.4,5.7,97,5,102
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idete,Itika,84,Ilangamoto,,0.0,1, ,,1.2,1.8,3.0,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idete,Itika,85,Nzegime,,4.4,1, ,,1.2,1.8,3.0,17,1,18
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idete,Holo,86,Mlima wa shule,,0.0, , ,,1.2,1.8,3.0,14,1,15
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Idete,Holo,87,Kibalanga,,0.0,1, ,,0.8,1.3,2.1,14,1,15
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kiyowela,Isaula,88,Mlima wa shule,,0.0,1, ,,1.8,2.8,4.6,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kiyowela,Isaula,89,Ituta,,0.0, , ,,1.6,2.4,4.0,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Makungu,Makungu,90,Lole,,10.9,1, ,,1.5,2.2,3.7,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Makungu,Lugema,91,Mlima wa kanisa,,0.0,1, ,,2.0,2.9,4.9,62,3,65
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Makungu,Lugolofu,92,Uzunguni,,1.0,1, ,,1.6,2.4,4.0,53,3,56
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtwango,Kitiru,93,Msombe,,0.0,1, ,,1.1,1.7,2.8,33,2,35
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mtwango,Kitiru,94,Mjimwema,,0.0, , ,,1.2,1.8,3.0,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mninga,Itulituli,95,Upembelesa,,0.0,1, ,,1.8,2.8,4.6,47,2,49
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mninga,Itulituli,96,Kibata,,2.1,1, ,,1.9,2.8,4.7,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mninga,Mninga,97,Utinuka,,0.0,1, ,,1.4,2.2,3.6,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mninga,Mkalala,98,Mahang'ana,,0.0,1, ,,1.6,2.4,4.0,47,2,49
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mninga,UIkwega,99,Kisembo,,1.4,1, ,,1.3,1.9,3.2,45,2,47
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mninga,UIkwega,100,Ndahave,,2.3,1, ,,1.4,2.2,3.6,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Mninga,UIkwega,101,Kiwanjani,,1.0,1, ,,1.6,2.3,3.9,59,3,62
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Ihomasa,102,Nyumbanitu,,0.0, , ,,1.1,1.6,2.7,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Ihomasa,103,Lung'ang'ano,,0.0, , ,,1.2,1.8,3.0,44,2,46
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Kasanga,Ihomasa,104,Mjimwema,,1.3, ,1,,1.6,2.4,4.0,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Nzivi,105,Kwaganga,,1.2,1, ,,1.4,2.2,3.6,37,2,39
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Nzivi,106,Kipyanga,,1.5,1, ,,1.4,2.1,3.5,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Nzivi,107,Lugalo,,5.0,1, ,,1.6,2.4,4.0,41,2,43
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Nzivi,108,Mtwango,,0.0, , ,,1.6,2.4,4.0,53,3,56
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Ibatu,109,Kanisani,,0.0,1, ,,1.5,2.2,3.7,43,2,45
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Ibatu,110,Mangalale,,0.0, ,1,,1.6,2.4,4.0,45,2,47
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Ibatu,111,Kigoha,,2.6,1, ,,1.5,2.2,3.7,32,2,34
Iringa,Mufindi,Mufindi DC,Mufindi Kusini,Igowole,Kisasa,112,Suchi,,0.0, , ,,1.5,2.2,3.7,34,2,36
