MKOA WA RUKWA ,,,,,,,,Scope of works,,,,,,,,,,,TAPPING POINT,ACCESSIBILITY,,,REMAKS
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Medium Voltage Lines (km),,Distribution Transformers (kVA),,,Low Voltage Lines (km),,,Initial Customers,,,,,,,
Mkoa,Wilaya,Halmashauri,Jimbo,Kata,Kijiji,Na,Kitongoji,11kV,33kV,50,100,200,4x95 sq.mm,4x50 sq.mm,LV Total (km),Single Phase,Three Phase,Total,,CAR,M/C,FOOT,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Malongwe,28,Majengo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kisula,29,Kafuta,0.0,0.4,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kisula,30,Sangalika,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kisula,31,Mweni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kisula,32,Ndalao,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Nkandasi,Kisula,33,Mwongozo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Kate,34,Mwati,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Kate,35,Nkata,0.0,5.4,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Kate,36,Mkukwe,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Kate,37,Kiwanjani,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Kate,38,Mwenge,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Kate,39,Fukutu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Kate,40,Namema,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Mwenge,41,Kiwele,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Mwenge,42,Miangalua,0.0,2.8,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Mwenge,43,Kate,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Mwenge,44,Godauni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Ntemba,45,Pepe,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Ntemba,46,Kiwembisi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Ntemba,47,Ikuku,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,Ntemba,48,Kapele,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kate,China,49,China Mtoni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Myula,50,Katai,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Myula,51,Namonde,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Myula,52,Mbilingwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Chalatila,53,Katete,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Chalatila,54,Kakozi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Chalatila,55,Bako,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Chonga,56,Mabambali,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Chonga,57,Kondwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Makupa ,58,Kasongole,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Makupa ,59,Nsila,0.0,,1,,,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Makupa ,60,Makala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Makupa ,61,Mwembe,0.0,,1,,,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Makupa ,62,Chinko,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Ntalamila,63,Mtakuja,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Ntalamila,64,Mkumbulo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Myula             ,Ntalamila,65,Ntakaingo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kipande,66,Kilangala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kipande,67,Kizusi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kipande,68,Lusembwa B,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Nkundi,69,King'ombe,0.0,0.8,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Nkundi,70,Mifundwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Nkundi,71,Kitikili,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kantawa,72,Lyakupola,0.0,0.5,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kantawa,73,Namtomola,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kantawa,74,Naunti,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kantawa,75,Ilambila,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kantawa,76,Songambele,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kantawa,77,Zimba,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kantawa,78,Mnanilo B,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kantawa,79,Motomoto,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kantawa,80,Namfutu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kalundi,81,Nguvukazi,0.0,0.9,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kalundi,82,Kawajense,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Kalundi,83,Tambukaleli,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Nkomolo II,84,Mapinduzi,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Nkomolo II,85,Bondesafi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kipande,Nkomolo II,86,Kitika,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Sintali ,87,Katapulo(Katandara),0.0,0.7,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Sintali ,88,Changamoto,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Sintali ,89,Ilyema,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Sintali ,90,Muungano,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Sintali ,91,Mkuwe,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Sintali ,92,Katandala,0.0,0.0,1,,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkana,93,Juhudi,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkana,94,Kagera,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkana,95,Kazimoto,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkana,96,Kalemasha,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkana,97,Mkuyuni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkana,98,Kalambo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkomachindo,99,Uhamiaji,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkomachindo,100,KiTangazi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkomachindo,101,Kalaini,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Sintali,Nkomachindo,102,Kitonto,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,103,Kalungu,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,104,Kalingalinga,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,105,Majengo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,106,Kaswi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,107,Mwembeni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,108,Mlundi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,109,Mkiringa City,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,110,Kipamba,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,111,Mjimwema,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,112,Muungano,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,113,Bandari,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Ninde,114,Kilimahewa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kisambala ,115,Twiyu,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kisambala ,116,Korwe,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kisambala ,117,Kisambala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kisambala ,118,Mataka,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kisambala ,119,Lyasi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kisambala ,120,Mfundesi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kisambala ,121,Kaswanya,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kisambala ,122,Msangamwisa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kisambala ,123,Mtosi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kasanga,124,Mlimani,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kasanga,125,Masokolo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kasanga,126,Msumba,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kasanga,127,Kasanga,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Kasanga,128,Kasanga B,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,129,Mongwe Na.10,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,130,Mpunda Na. 1,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,131,Ziwani Na. 3,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,132,Miembeni Na.4,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,133,Miembeni Na.8,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,134,Mnazi Mmoja Na.6,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,135,Miembeni Na.7,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,136,Kalungu Na.9,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,137,Mpunda Na. 2,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Ninde,Msamba,138,Kanisani Na.5,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kala,139,Jitegemee,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kala,140,Mkulima,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kala,141,Kuchi,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kala,142,Amani,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kala,143,Mnazi Mmoja,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kala,144,Azimio,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kala,145,Mandela,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kala,146,Muungano,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kala,147,Mwembechai,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mpasa,148,Lebanoni,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mpasa,149,Mwenge ,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mpasa,150,Jitegemee,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mpasa,151,Legeza Mwendo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mpasa,152,Kilimahewa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mpasa,153,Muungano,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mpasa,154,Azimio,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mpasa,155,"Mlomba ""A""",0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mpasa,156,"Mlomba ""B""",0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kilambo ,157,Ipinga,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kilambo ,158,Songambele,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kilambo ,159,Kangala,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kilambo ,160,Mtakuja,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Kilambo ,161,Kaumba,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mlambo,162,Kilangala,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mlambo,163,Maweni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mlambo,164,Kaloleni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mlambo,165,Muungano,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Mlambo,166,Mtapenda,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Tundu,167,Nankambwe,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Tundu,168,Mchima,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Tundu,169,Miembeni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Tundu,170,Kasekwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kusini,Kala,Tundu,171,Itetemya,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Mkwamba ,Tundu,172,Chatindu,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Mkwamba ,Tambaruka,173,Sopa A,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Mkwamba ,Tambaruka,174,Sopa B,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Mkwamba ,Tambaruka,175,Majengo A,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Mkwamba ,Tambaruka,176,Kasemwa,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Isale,Ntuchi Kusini,177,Kijiweni,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Isale,Ntuchi Kusini,178,Nakulaka,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Isale,Ntuchi Kusini,179,Kisumba,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Isale,Kitosi,180,Kandale,0.0,0.0,1,1,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Isale,Kitosi,181,Sendo,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Isale,Ifundwa,182,Ifundwa B,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Isale,Ifundwa,183,Ifundwa A,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Isale,Ifundwa,184,Kalemasha A,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
Rukwa,Nkasi,Nkasi DC,Nkasi Kaskazini,Isale,Ifundwa,185,Kalemasha B,0.0,0.0,1,0,0,1.4,0.6,2.0,50,2,52,,,,,
